Key,Parameter,ja-jp,en-us,zh-cn,zh-tw,ko-kr,es-es,ar-sa,id-id,
Vst3EffectTimeSignatureNumeratorName,,拍子（分子）,Time Signature Numerator,拍号（分子）,拍號（分子）,박자표 분자,Numerador del compás,بسط الميزان,Pembilang tanda birama,
Vst3EffectTimeSignatureNumeratorDesc,,プラグインに通知する拍子の分子,Time signature numerator reported to the plugin,向插件报告的拍号分子,向外掛程式回報的拍號分子,플러그인에 알릴 박자표 분자,Numerador del compás informado al plugin,بسط الميزان المبلغ إلى الملحق,Pembilang tanda birama yang dilaporkan ke plugin,
Vst3EffectTimeSignatureDenominatorName,,拍子（分母）,Time Signature Denominator,拍号（分母）,拍號（分母）,박자표 분모,Denominador del compás,مقام الميزان,Penyebut tanda birama,
Vst3EffectTimeSignatureDenominatorDesc,,プラグインに通知する拍子の分母,Time signature denominator reported to the plugin,向插件报告的拍号分母,向外掛程式回報的拍號分母,플러그인에 알릴 박자표 분모,Denominador del compás informado al plugin,مقام الميزان المبلغ إلى الملحق,Penyebut tanda birama yang dilaporkan ke plugin,
Vst3EffectNoEditorMessage,,このプラグインにはエディターがありません。,This plugin does not have an editor.,该插件没有编辑器。,此外掛程式沒有編輯器。,이 플러그인에는 에디터가 없습니다.,Este plugin no tiene editor.,هذا الملحق لا يحتوي على محرر.,Plugin ini tidak memiliki editor.,
Vst3EffectLoadErrorMessage,,プラグインの読み込みに失敗しました。詳細はログを確認してください。,Failed to load the plugin. Check the log for details.,插件加载失败。详情请查看日志。,外掛程式載入失敗。詳情請查看記錄。,플러그인 로드에 실패했습니다. 자세한 내용은 로그를 확인하세요.,No se pudo cargar el plugin. Consulta el registro para más detalles.,فشل تحميل الملحق. راجع السجل لمزيد من التفاصيل.,Gagal memuat plugin. Periksa log untuk detailnya.,
Vst3SettingsDefaultDirectoriesName,,標準のVST3フォルダー,Default VST3 folders,默认VST3文件夹,預設VST3資料夾,기본 VST3 폴더,Carpetas VST3 predeterminadas,مجلدات VST3 الافتراضية,Folder VST3 default,
Vst3SettingsAdditionalDirectoriesName,,追加のVST3フォルダー,Additional VST3 folders,追加的VST3文件夹,追加的VST3資料夾,추가 VST3 폴더,Carpetas VST3 adicionales,مجلدات VST3 إضافية,Folder VST3 tambahan,
Vst3SettingsAddDirectoryButton,,追加,Add,添加,新增,추가,Añadir,إضافة,Tambah,
Vst3SettingsRemoveDirectoryButton,,削除,Remove,删除,移除,삭제,Quitar,إزالة,Hapus,
Vst3SettingsPluginListName,,認識しているプラグイン,Detected plugins,已识别的插件,已辨識的外掛程式,인식된 플러그인,Plugins detectados,الملحقات المكتشفة,Plugin terdeteksi,
Vst3SettingsRescanButton,,再スキャン,Rescan,重新扫描,重新掃描,다시 스캔,Reescanear,إعادة الفحص,Pindai ulang,
Vst3SettingsScanningMessage,,スキャン中...,Scanning...,扫描中...,掃描中...,스캔 중...,Escaneando...,جارٍ الفحص...,Memindai...,
Vst3SettingsPluginCountMessage,0: plugin count,{0}個のプラグインを認識しています,{0} plugins detected,已识别{0}个插件,已辨識{0}個外掛程式,{0}개의 플러그인을 인식했습니다,Se detectaron {0} plugins,تم اكتشاف {0} من الملحقات,{0} plugin terdeteksi,
Vst3SettingsPluginNameColumn,,名前,Name,名称,名稱,이름,Nombre,الاسم,Nama,
Vst3SettingsPluginVendorColumn,,開発元,Vendor,开发商,開發者,개발사,Desarrollador,المطور,Vendor,
Vst3SettingsPluginPathColumn,,パス,Path,路径,路徑,경로,Ruta,المسار,Jalur,
